id,predicted
0,30
1,15
2,59
3,18
4,14
5,4
6,2
7,15
8,11
9,15
10,120
11,6
12,24
13,12
14,23
15,29
16,13
17,22
18,3
19,48
20,13
21,49
22,18
23,24
24,3
25,25
26,42
27,16
28,14
29,31
30,24
31,12
32,30
33,14
34,18
35,19
36,26
37,11
38,84
39,22
40,22
41,45
42,13
43,11
44,25
45,4
46,36
47,12
48,5
49,28
50,30
51,33
52,11
53,35
54,12
55,17
56,20
57,60
58,29
59,3
60,10
61,6
62,20
63,27
64,882
65,42
66,30
67,46
68,27
69,20
70,60
71,3
72,22
73,27
74,5
75,8
76,23
77,30
78,7
79,33
80,15
81,10
82,26
83,25
84,18
85,25
86,31
87,12
88,24
89,15
90,38
91,20
92,14
93,13
94,36
95,13
96,5
97,26
98,17
99,11
100,60
101,71
102,3
103,12
104,16
105,12
106,7
107,23
108,53
109,144
110,57
111,29
112,134
113,6
114,26
115,14
116,28
117,26
118,21
119,21
120,34
121,53
122,31
123,53
124,28
125,25
126,27
127,9
128,25
129,12
130,19
131,29
132,63
133,9
134,16
135,14
136,12
137,25
138,18
139,18
140,9
141,14
142,25
143,8
144,23
145,114
146,76
147,26
148,7
149,14
150,12
151,10
152,6
153,15
154,7
155,22
156,11
157,31
158,21
159,20
160,26
161,3
162,45
163,13
164,48
165,6
166,18
167,27
168,12
169,18
170,25
171,14
172,33
173,8
174,14
175,27
176,91
177,8
178,22
179,3
180,6
181,10
182,15
183,35
184,14
185,29
186,38
187,30
188,25
189,12
190,37
191,13
192,3
193,16
194,26
195,14
196,34
197,29
198,34
199,21
200,12
201,2
202,12
203,61
204,32
205,12
206,29
207,36
208,14
209,26
210,7
211,14
212,4
213,9
214,9
215,18
216,10
217,10
218,7
219,91
220,22
221,42
222,32
223,41
224,7
225,24
226,29
227,33
228,3
229,12
230,60
231,21
232,22
233,17
234,28
235,33
236,16
237,35
238,74
239,67
240,26
241,71
242,17
243,28
244,29
245,10
246,14
247,17
248,15
249,146
250,19
251,18
252,30
253,10
254,26
255,17
256,35
257,10
258,22
259,12
260,12
261,32
262,50
263,17
264,21
265,2
266,84
267,25
268,19
269,15
270,32
271,16
272,141
273,7
274,20
275,20
276,30
277,7
278,143
279,82
280,54
281,27
282,10
283,13
284,14
285,47
286,10
287,15
288,11
289,16
290,11
291,38
292,16
293,25
294,34
295,8
296,39
297,133
298,8
299,17
300,11
301,3
302,11
303,10
304,37
305,22
306,18
307,50
308,76
309,13
310,28
311,61
312,15
313,38
314,12
315,38
316,68
317,4
318,4
319,24
320,5
321,23
322,66
323,24
324,19
325,29
326,24
327,11
328,31
329,54
330,27
331,45
332,32
333,16
334,11
335,19
336,27
337,24
338,28
339,12
340,16
341,13
342,49
343,86
344,34
345,23
346,33
347,29
348,34
349,13
350,10
351,4
352,10
353,29
354,18
355,14
356,17
357,37
358,68
359,57
360,15
361,15
362,10
363,85
364,24
365,21
366,32
367,141
368,20
369,6
370,11
371,79
372,12
373,13
374,3
375,47
376,7
377,27
378,4
379,23
380,10
381,32
382,15
383,37
384,27
385,17
386,11
387,25
388,26
389,25
390,45
391,8
392,34
393,27
394,65
395,18
396,27
397,74
398,10
399,11
400,18
401,5
402,11
403,21
404,16
405,4
406,46
407,26
408,12
409,86
410,4
411,3
412,14
413,17
414,26
415,2
416,6
417,91
418,12
419,29
420,13
421,9
422,20
423,77
424,10
425,15
426,12
427,35
428,3
429,26
430,14
431,8
432,13
433,34
434,9
435,59
436,6
437,154
438,23
439,15
440,51
441,29
442,11
443,26
444,22
445,31
446,34
447,6
448,16
449,33
450,12
451,76
452,11
453,10
454,24
455,24
456,9
457,13
458,15
459,5
460,31
461,6
462,12
463,24
464,14
465,50
466,19
467,9
468,13
469,10
470,19
471,11
472,22
473,9
474,30
475,28
476,7
477,9
478,32
479,9
480,26
481,24
482,37
483,11
484,20
485,29
486,27
487,7
488,43
489,27
490,8
491,8
492,26
493,11
494,6
495,13
496,6
497,5
498,33
499,17
500,8
501,34
502,11
503,3
504,13
505,25
506,22
507,35
508,29
509,59
510,78
