id,predicted
0,29
1,14
2,63
3,18
4,14
5,5
6,3
7,15
8,12
9,15
10,120
11,6
12,25
13,12
14,23
15,29
16,13
17,22
18,3
19,47
20,13
21,48
22,18
23,23
24,3
25,26
26,42
27,16
28,15
29,32
30,24
31,12
32,31
33,15
34,18
35,20
36,26
37,12
38,86
39,22
40,21
41,46
42,12
43,12
44,25
45,5
46,33
47,13
48,5
49,27
50,30
51,33
52,12
53,36
54,11
55,17
56,20
57,60
58,29
59,3
60,12
61,7
62,20
63,26
64,877
65,42
66,30
67,46
68,27
69,20
70,64
71,3
72,22
73,28
74,5
75,9
76,23
77,30
78,8
79,35
80,14
81,10
82,25
83,24
84,18
85,25
86,31
87,13
88,23
89,15
90,39
91,20
92,16
93,14
94,37
95,13
96,4
97,26
98,16
99,12
100,60
101,69
102,3
103,13
104,15
105,12
106,8
107,23
108,54
109,145
110,58
111,28
112,136
113,6
114,27
115,14
116,27
117,25
118,20
119,21
120,33
121,53
122,31
123,56
124,28
125,25
126,26
127,9
128,24
129,13
130,19
131,29
132,66
133,8
134,16
135,13
136,11
137,25
138,18
139,18
140,9
141,14
142,25
143,8
144,23
145,113
146,79
147,26
148,7
149,14
150,12
151,11
152,6
153,14
154,7
155,21
156,12
157,30
158,21
159,20
160,25
161,3
162,47
163,13
164,47
165,6
166,18
167,27
168,13
169,18
170,25
171,15
172,32
173,9
174,14
175,26
176,94
177,8
178,21
179,3
180,6
181,10
182,15
183,35
184,14
185,28
186,39
187,29
188,25
189,13
190,37
191,12
192,3
193,15
194,25
195,15
196,34
197,29
198,37
199,21
200,13
201,2
202,12
203,63
204,33
205,12
206,29
207,38
208,13
209,26
210,7
211,14
212,4
213,9
214,10
215,18
216,10
217,10
218,7
219,96
220,21
221,40
222,32
223,40
224,7
225,24
226,29
227,33
228,3
229,12
230,62
231,21
232,22
233,17
234,28
235,33
236,17
237,37
238,76
239,70
240,25
241,72
242,17
243,27
244,31
245,10
246,14
247,18
248,16
249,150
250,18
251,17
252,29
253,12
254,25
255,16
256,34
257,10
258,21
259,13
260,12
261,31
262,53
263,17
264,21
265,2
266,82
267,25
268,18
269,16
270,32
271,16
272,144
273,7
274,19
275,19
276,30
277,8
278,142
279,83
280,57
281,27
282,9
283,14
284,12
285,50
286,10
287,15
288,10
289,17
290,13
291,38
292,18
293,24
294,34
295,8
296,40
297,133
298,9
299,16
300,12
301,3
302,11
303,11
304,38
305,22
306,17
307,51
308,79
309,13
310,27
311,62
312,15
313,38
314,12
315,41
316,67
317,4
318,4
319,24
320,5
321,23
322,67
323,24
324,19
325,29
326,24
327,11
328,32
329,55
330,27
331,45
332,32
333,17
334,12
335,17
336,26
337,22
338,28
339,13
340,16
341,13
342,49
343,89
344,35
345,23
346,33
347,31
348,34
349,12
350,12
351,4
352,10
353,32
354,17
355,14
356,17
357,39
358,70
359,58
360,16
361,16
362,9
363,85
364,24
365,21
366,32
367,151
368,19
369,7
370,11
371,85
372,11
373,13
374,3
375,49
376,8
377,27
378,4
379,23
380,9
381,32
382,15
383,37
384,27
385,16
386,12
387,25
388,26
389,25
390,45
391,9
392,37
393,27
394,64
395,18
396,27
397,74
398,11
399,11
400,18
401,5
402,11
403,21
404,17
405,4
406,46
407,25
408,12
409,84
410,4
411,3
412,14
413,16
414,26
415,2
416,6
417,93
418,12
419,29
420,15
421,9
422,20
423,77
424,11
425,15
426,12
427,35
428,3
429,26
430,16
431,8
432,13
433,34
434,11
435,59
436,6
437,154
438,24
439,14
440,47
441,28
442,11
443,25
444,20
445,30
446,34
447,6
448,16
449,33
450,12
451,76
452,12
453,10
454,23
455,23
456,11
457,13
458,14
459,5
460,30
461,6
462,14
463,24
464,13
465,50
466,19
467,9
468,12
469,10
470,20
471,11
472,22
473,9
474,29
475,27
476,7
477,9
478,32
479,9
480,26
481,23
482,38
483,11
484,20
485,31
486,27
487,7
488,47
489,27
490,9
491,9
492,26
493,11
494,6
495,15
496,6
497,5
498,33
499,16
500,8
501,34
502,11
503,3
504,14
505,25
506,23
507,38
508,32
509,62
510,80
511,15
512,51
513,9
514,59
515,11
516,49
517,11
518,14
519,38
520,81
521,43
522,26
523,24
524,25
525,12
526,26
527,11
528,17
529,32
530,18
531,136
532,70
533,19
534,53
535,11
536,22
537,48
538,8
539,63
540,73
541,5
542,46
543,8
544,9
545,55
546,22
547,30
548,11
549,8
550,61
551,14
552,30
553,22
554,90
555,5
556,8
557,27
558,9
559,9
560,11
561,30
562,17
563,47
564,27
565,30
566,10
567,25
568,11
569,19
570,25
571,44
572,10
573,14
574,78
575,41
576,38
577,14
578,3
579,27
580,28
581,13
582,4
583,39
584,16
585,16
586,26
587,5
588,24
589,12
590,12
591,32
592,59
593,27
594,11
595,20
596,15
597,47
598,22
599,19
600,13
601,42
602,49
603,13
604,37
605,10
606,19
607,19
608,10
609,35
610,29
611,101
612,17
613,17
614,44
615,28
616,20
617,12
618,35
619,30
620,130
621,12
622,10
623,32
624,23
625,33
626,21
627,12
628,7
629,16
630,25
631,23
632,10
633,88
634,26
635,8
636,13
637,14
638,20
639,9
640,11
641,23
642,15
643,24
644,11
645,23
646,28
647,71
648,24
649,18
650,38
651,25
652,11
653,7
654,70
655,29
656,22
657,7
658,36
659,26
660,3
661,33
662,14
663,15
664,15
665,16
666,13
667,37
668,24
669,37
670,4
671,79
672,71
673,11
674,118
675,13
676,11
677,10
678,12
679,17
680,28
681,11
682,21
683,52
684,7
685,9
686,31
687,35
688,6
689,14
690,17
691,33
692,38
693,4
694,8
695,5
696,3
697,17
698,12
699,13
700,16
701,4
702,46
703,25
704,5
705,8
706,39
707,9
708,11
709,11
710,15
711,16
712,30
713,51
714,10
715,27
716,8
717,10
718,32
719,39
720,75
721,50
722,15
723,40
724,164
725,17
726,12
727,29
728,5
729,14
730,20
731,26
732,29
733,15
734,4
735,30
736,21
737,11
738,75
739,14
740,3
741,15
742,10
743,26
744,29
745,8
746,34
747,14
748,30
749,61
750,21
751,13
752,15
753,10
754,3
755,26
756,16
757,27
758,28
759,78
760,49
761,18
762,16
763,40
764,19
765,32
766,41
767,10
768,18
769,13
770,9
771,5
772,13
773,59
774,13
775,13
776,9
777,8
778,32
779,23
780,38
781,26
782,19
783,39
784,45
785,12
786,22
787,22
788,12
789,4
790,146
791,13
792,56
793,41
794,20
795,15
796,18
797,22
798,13
799,22
800,14
801,18
802,11
803,13
804,7
805,52
806,27
807,10
808,20
809,10
810,57
811,9
812,11
813,58
814,13
815,6
816,30
817,13
818,33
819,14
820,35
821,15
822,10
823,72
824,21
825,131
826,16
827,14
828,14
829,29
830,22
831,23
832,39
833,20
834,28
835,10
836,16
837,18
838,29
839,28
840,22
841,27
842,7
843,13
844,27
845,24
846,23
847,3
848,20
849,11
850,13
851,35
852,24
853,61
854,37
855,25
856,23
857,26
858,24
859,22
860,27
861,22
862,14
863,61
864,33
865,10
866,3
867,6
868,15
869,13
870,16
871,4
872,8
873,24
874,4
875,25
876,38
877,13
878,53
879,15
880,35
881,13
882,13
883,27
884,13
885,24
886,5
887,29
888,13
889,68
890,89
891,20
892,30
893,3
894,33
895,71
896,34
897,14
898,22
899,18
900,78
901,16
902,23
