id,predicted
0,28
1,35
2,77
3,17
4,16
5,8
6,7
7,14
8,21
9,19
10,62
11,7
12,24
13,14
14,24
15,26
16,15
17,24
18,5
19,38
20,8
21,45
22,12
23,22
24,8
25,23
26,48
27,22
28,21
29,46
30,25
31,23
32,31
33,18
34,17
35,20
36,21
37,11
38,76
39,17
40,31
41,30
42,11
43,12
44,29
45,5
46,32
47,10
48,6
49,32
50,37
51,43
52,13
53,41
54,21
55,15
56,27
57,77
58,41
59,5
60,15
61,4
62,22
63,40
64,388
65,55
66,28
67,27
68,30
69,23
70,67
71,9
72,14
73,28
74,4
75,10
76,24
77,29
78,16
79,45
80,14
81,9
82,24
83,24
84,25
85,26
86,25
87,16
88,19
89,18
90,96
91,12
92,40
93,11
94,41
95,10
96,11
97,31
98,13
99,16
100,62
101,57
102,1
103,60
104,22
105,16
106,11
107,24
108,70
109,67
110,84
111,36
112,122
113,4
114,17
115,11
116,33
117,35
118,16
119,17
120,53
121,46
122,26
123,54
124,21
125,25
126,27
127,12
128,25
129,13
130,17
131,17
132,67
133,12
134,14
135,7
136,8
137,22
138,31
139,21
140,13
141,13
142,25
143,4
144,21
145,104
146,85
147,27
148,7
149,12
150,21
151,7
152,3
153,8
154,5
155,19
156,17
157,25
158,13
159,19
160,26
161,8
162,35
163,11
164,54
165,5
166,16
167,24
168,38
169,14
170,56
171,12
172,36
173,8
174,16
175,29
176,90
177,20
178,58
179,9
180,5
181,10
182,7
183,33
184,11
185,25
186,38
187,25
188,24
189,11
190,33
191,10
192,16
193,12
194,19
195,20
196,50
197,27
198,44
199,18
200,19
201,9
202,9
203,75
204,60
205,10
206,23
207,39
208,11
209,21
210,4
211,17
212,7
213,7
214,14
215,17
216,11
217,16
218,4
219,97
220,20
221,39
222,28
223,33
224,6
225,43
226,28
227,36
228,2
229,22
230,66
231,20
232,24
233,11
234,27
235,25
236,21
237,28
238,100
239,66
240,19
241,149
242,15
243,32
244,26
245,15
246,8
247,10
248,17
249,315
250,15
251,20
252,29
253,17
254,31
255,12
256,39
257,10
258,26
259,14
260,10
261,29
262,203
263,13
264,18
265,8
266,135
267,26
268,23
269,17
270,28
271,15
272,97
273,5
274,20
275,10
276,24
277,6
278,60
279,80
280,47
281,28
282,5
283,11
284,9
285,25
286,39
287,15
288,12
289,15
290,15
291,27
292,89
293,22
294,29
295,6
296,26
297,111
298,10
299,17
300,16
301,5
302,13
303,17
304,32
305,21
306,18
307,51
308,47
309,14
310,24
311,55
312,12
313,59
314,11
315,37
316,73
317,8
318,9
319,21
320,9
321,25
322,78
323,24
324,17
325,34
326,38
327,18
328,34
329,56
330,30
331,56
332,35
333,15
334,15
335,26
336,26
337,15
338,24
339,13
340,11
341,14
342,55
343,62
344,25
345,20
346,34
347,13
