id,predicted
0,26
1,48
2,66
3,24
4,23
5,9
6,5
7,17
8,18
9,18
10,77
11,7
12,25
13,17
14,28
15,29
16,14
17,23
18,6
19,35
20,7
21,38
22,19
23,20
24,4
25,21
26,49
27,24
28,15
29,37
30,28
31,14
32,33
33,12
34,23
35,24
36,20
37,14
38,91
39,14
40,33
41,28
42,11
43,12
44,29
45,6
46,54
47,14
48,6
49,34
50,37
51,41
52,13
53,37
54,15
55,16
56,23
57,68
58,40
59,8
60,16
61,2
62,19
63,36
64,708
65,42
66,32
67,59
68,29
69,20
70,67
71,18
72,15
73,31
74,6
75,20
76,22
77,34
78,14
79,58
80,20
81,12
82,26
83,19
84,22
85,14
86,21
87,11
88,19
89,27
90,75
91,14
92,44
93,11
94,58
95,12
96,15
97,28
98,13
99,6
100,61
101,64
102,1
103,41
104,22
105,14
106,16
107,23
108,94
109,76
110,79
111,34
112,123
113,4
114,26
115,18
116,30
117,42
118,16
119,19
120,55
121,44
122,21
123,97
124,19
125,19
126,23
127,13
128,23
129,12
130,18
131,26
132,90
133,9
134,17
135,11
136,9
137,27
138,28
139,18
140,11
141,15
142,25
143,7
144,21
145,140
146,88
147,25
148,9
149,11
150,20
151,10
152,6
153,9
154,3
155,22
156,10
157,26
158,23
159,14
160,25
161,6
162,52
163,16
164,58
165,5
166,14
167,22
168,21
169,17
170,64
171,16
172,38
173,8
174,14
175,33
176,115
177,15
178,61
179,14
180,6
181,12
182,12
183,27
184,19
185,27
186,43
187,23
188,34
189,13
190,27
191,9
192,7
193,16
194,26
195,14
196,58
197,25
198,22
199,19
200,19
201,7
202,11
203,81
204,92
205,13
206,21
207,24
208,7
209,19
210,4
211,18
212,9
213,16
214,8
215,27
216,9
217,21
218,6
219,132
220,22
221,36
222,29
223,36
224,7
225,37
226,27
227,39
228,3
229,30
230,115
231,17
232,19
233,22
234,23
235,26
236,21
237,29
238,113
239,86
240,19
241,125
242,19
243,35
244,32
245,17
246,6
247,11
248,14
249,342
250,16
251,18
252,29
253,10
254,30
255,12
256,39
257,11
258,29
259,14
260,12
261,26
262,188
263,13
264,19
265,9
266,144
267,37
268,24
269,14
270,27
271,15
272,101
273,6
274,18
275,15
276,30
277,8
278,83
279,100
280,54
281,31
282,7
283,11
284,11
285,49
286,27
287,16
288,15
289,16
290,16
291,31
292,42
293,30
294,25
295,10
296,32
297,124
298,13
299,19
300,15
301,8
302,8
303,14
304,51
305,17
306,24
307,45
308,45
309,13
310,31
311,74
312,13
313,53
314,9
315,22
316,109
317,6
318,15
319,20
320,6
321,25
322,85
323,26
324,18
325,43
326,26
327,19
328,45
329,72
330,33
331,81
332,32
333,18
334,17
335,26
336,27
337,16
338,23
339,15
340,12
341,11
342,69
343,91
344,40
345,32
346,23
347,18
348,31
349,15
350,14
351,4
352,12
353,24
354,18
355,12
356,15
357,44
358,106
359,83
360,12
361,13
362,12
363,88
364,23
365,19
366,23
367,44
368,28
369,6
370,23
371,170
372,8
373,15
374,5
375,96
376,5
377,23
378,21
379,21
380,32
381,22
382,14
383,31
384,23
385,40
386,22
387,26
388,44
389,20
390,75
391,5
392,36
393,36
394,43
395,14
396,31
397,129
398,14
399,15
400,39
401,8
402,13
403,18
404,26
405,8
406,45
407,24
408,9
409,205
410,4
411,6
412,10
413,13
414,27
415,7
416,4
417,115
418,12
419,25
420,17
421,16
422,17
423,48
424,14
425,15
426,7
427,31
428,3
429,24
430,17
431,8
432,15
433,23
434,15
435,40
436,8
437,109
438,35
439,12
440,63
441,31
442,7
443,44
444,15
445,27
446,76
447,4
448,20
449,29
450,19
451,55
452,19
453,17
454,20
455,19
456,11
457,13
458,12
459,6
460,19
461,5
462,15
463,23
464,11
465,42
466,45
467,4
468,11
469,11
470,26
471,9
472,24
473,7
474,28
475,26
476,12
477,10
478,26
479,8
480,24
481,24
482,62
483,17
484,28
485,21
486,25
487,12
488,55
489,41
490,12
491,5
492,20
493,9
494,8
495,14
496,11
497,2
498,52
499,14
500,6
501,68
502,17
503,7
504,10
505,25
506,25
507,35
508,28
509,48
510,74
511,11
512,43
513,9
514,59
515,13
516,46
517,13
518,17
519,26
520,201
521,35
522,34
523,33
524,33
525,16
526,26
527,11
528,18
529,28
530,13
531,129
532,99
533,11
534,46
535,8
536,31
537,46
538,5
539,82
540,141
541,5
542,49
543,3
544,17
545,36
546,26
547,26
548,14
549,14
550,66
551,15
552,35
553,29
554,109
555,4
556,6
557,24
558,12
559,14
560,13
561,26
562,15
563,73
564,19
565,29
566,11
567,22
568,18
569,47
570,24
571,30
572,13
573,13
574,87
575,58
576,21
577,16
578,2
579,16
580,29
581,10
582,13
583,58
584,15
585,47
586,22
587,8
588,25
589,16
590,26
591,42
592,130
593,29
594,14
595,10
596,12
597,95
598,14
599,24
600,7
601,45
602,39
603,20
604,33
605,15
606,28
607,17
608,12
609,26
610,36
611,86
612,12
613,18
614,34
615,27
616,18
617,13
618,38
619,28
620,107
621,12
622,9
623,33
624,25
625,26
626,24
627,11
628,4
629,12
630,25
631,41
632,16
633,79
634,32
635,6
636,14
637,7
638,25
639,6
640,12
641,19
642,10
643,26
644,20
645,22
646,26
647,143
648,39
649,30
650,37
651,26
652,12
653,4
654,114
655,63
656,23
657,3
658,35
659,33
660,1
661,22
662,9
663,9
664,12
665,2
666,15
667,43
668,23
669,42
670,7
671,128
672,73
673,19
674,224
675,13
676,7
677,14
678,13
679,12
680,21
681,13
682,26
683,45
684,8
685,15
686,21
687,22
688,6
689,29
690,34
691,34
692,29
693,8
694,6
695,7
696,5
697,19
698,17
699,10
700,12
701,5
702,47
703,20
704,9
705,7
706,41
707,15
708,24
709,11
710,47
711,16
712,32
713,52
714,13
715,37
716,7
717,6
718,44
719,27
720,101
721,69
722,8
723,28
724,126
725,42
726,16
727,32
728,7
729,17
730,19
731,19
732,26
733,17
734,8
735,24
736,21
737,27
738,101
739,13
740,5
741,13
742,14
743,27
744,35
745,11
746,25
747,17
748,32
749,140
750,21
751,19
752,18
753,8
754,1
755,17
756,38
757,25
758,37
759,101
760,60
761,15
762,12
763,25
764,37
765,45
766,26
767,10
768,20
769,15
770,6
771,35
772,19
773,94
774,15
775,4
776,13
777,7
778,26
779,22
780,36
781,31
782,16
783,42
784,40
785,7
786,34
787,20
788,8
789,12
790,232
791,15
792,100
793,38
794,14
795,25
796,13
797,26
798,8
799,25
800,41
801,23
802,10
803,16
804,18
805,42
806,26
807,9
808,25
809,10
810,43
811,7
812,16
813,89
814,11
815,7
816,26
817,20
818,26
819,11
820,39
821,11
822,10
823,89
824,23
825,98
826,10
827,16
828,13
829,18
830,15
831,21
832,24
833,23
834,32
835,7
836,18
837,18
838,47
839,30
840,10
841,29
842,9
843,12
844,22
845,27
846,36
847,3
848,12
849,5
850,17
851,40
852,29
853,55
854,24
855,30
856,34
857,34
858,20
859,22
860,18
861,21
862,14
863,62
864,35
865,15
866,16
867,3
868,17
869,15
870,19
871,7
872,17
873,26
874,5
875,41
876,43
877,6
878,61
879,20
880,41
881,23
882,20
883,25
884,18
885,24
886,5
887,23
888,14
889,67
890,108
891,38
892,30
893,7
894,28
895,108
896,23
897,14
898,11
899,18
900,79
901,19
902,73
903,24
904,2
905,8
906,36
907,15
908,35
909,83
910,22
911,33
912,8
913,9
914,7
915,307
916,17
917,82
918,29
919,25
920,20
921,34
922,18
923,2
924,9
925,91
926,10
927,13
928,98
