id,predicted
0,13
1,8
2,28
3,21
4,26
5,29
6,28
7,11
8,23
9,33
10,11
11,10
12,26
13,15
14,10
15,6
16,25
17,18
18,7
19,7
20,12
21,10
22,11
23,24
24,107
25,33
26,26
27,10
28,16
29,17
30,11
31,9
32,33
33,11
34,31
35,42
36,54
37,11
38,10
39,54
40,9
41,11
42,90
43,25
44,11
45,24
46,60
47,11
48,18
49,15
50,46
51,38
52,21
53,72
54,10
55,95
56,14
57,13
58,16
59,4
60,20
61,12
62,50
63,33
64,12
65,478
66,89
67,14
68,28
69,26
70,13
71,71
72,355
73,4
74,22
75,27
76,8
77,10
78,25
79,22
80,15
81,8
82,38
83,13
84,17
85,15
86,58
87,71
88,8
89,23
90,23
91,274
92,10
93,31
94,56
95,58
96,7
97,25
98,15
99,10
100,8
101,25
102,22
103,10
104,87
105,70
106,21
107,7
108,5
109,22
110,21
111,11
112,15
113,16
114,30
115,10
116,8
117,8
118,16
119,7
120,47
121,19
122,26
123,42
124,5
125,8
126,45
127,6
128,17
129,58
130,11
131,3
132,23
133,146
134,11
135,10
136,9
137,19
138,16
139,11
140,19
141,17
142,19
143,8
144,5
145,25
146,14
147,14
148,10
149,52
150,6
151,176
152,24
153,14
154,171
155,4
156,16
157,26
158,14
159,8
160,42
161,26
162,9
163,46
164,9
165,38
166,14
167,23
168,45
169,12
170,28
171,162
172,93
173,76
174,11
175,26
176,7
177,12
178,42
179,9
180,6
181,49
182,100
183,3
184,10
185,76
186,10
187,4
188,24
189,19
190,4
191,28
192,4
193,13
194,105
195,18
196,10
197,14
198,5
199,14
200,19
201,23
202,9
203,17
204,7
205,32
206,5
207,38
208,175
209,41
210,13
211,40
212,26
213,22
214,15
215,6
216,114
217,28
218,5
219,4
220,23
221,9
222,28
223,7
224,14
225,17
226,28
227,13
228,8
229,10
230,3
231,10
232,41
233,18
234,12
235,5
236,7
237,16
238,64
239,63
240,11
241,11
242,8
243,6
244,21
245,11
246,32
247,10
248,9
249,128
250,5
251,11
252,55
253,43
254,92
255,31
256,37
257,48
258,3
259,38
260,11
261,20
262,147
263,23
264,5
265,36
266,42
267,44
268,8
269,17
270,34
271,7
272,83
273,38
274,9
275,38
276,14
277,28
278,18
279,24
280,22
281,23
282,25
283,30
284,29
285,8
286,21
287,10
288,19
289,87
290,15
291,319
292,9
293,5
294,37
295,46
296,20
297,47
298,9
299,12
300,147
301,17
302,43
303,9
304,33
305,13
306,43
307,14
308,5
309,74
310,43
311,18
312,14
313,5
314,29
315,19
316,8
317,42
318,4
319,13
320,9
321,6
322,4
323,28
324,39
325,7
326,75
327,18
328,58
329,45
330,21
331,9
332,28
333,13
334,18
335,14
336,36
337,20
338,7
339,12
340,132
341,9
342,11
343,21
344,5
345,9
346,6
347,11
348,16
349,12
350,16
351,21
352,32
353,54
354,29
355,11
356,11
357,8
358,18
359,10
360,24
361,135
362,34
363,14
364,10
365,11
366,21
367,25
368,42
369,55
370,10
371,16
372,23
373,9
374,11
375,19
376,5
377,9
378,14
379,9
380,161
381,14
382,12
383,10
384,21
385,8
386,262
387,27
388,42
389,8
390,4
391,60
392,22
393,17
394,7
395,74
396,135
397,11
398,9
399,29
400,26
401,5
402,26
403,18
404,9
405,13
406,10
407,92
408,9
409,19
410,42
411,12
412,39
413,15
414,49
415,35
416,5
417,4
418,51
419,23
420,32
421,9
422,75
423,40
424,27
425,78
426,55
427,13
428,10
429,33
430,39
431,13
432,42
433,61
434,217
435,4
436,10
437,136
438,23
439,5
440,13
441,16
442,163
443,26
444,29
445,42
446,121
447,11
448,61
449,6
450,16
451,11
452,8
453,23
454,495
455,15
456,4
457,52
458,43
459,11
460,3
461,11
462,68
463,79
464,15
465,76
466,25
467,3
468,8
469,18
470,18
471,17
472,43
473,39
474,9
475,7
476,10
477,11
478,59
479,10
480,11
481,10
482,9
483,25
484,18
485,122
486,11
487,6
488,16
489,21
490,8
491,10
492,5
493,9
494,34
495,82
496,14
497,28
498,69
499,30
500,12
501,8
502,8
503,5
504,59
505,59
506,21
507,9
508,13
509,10
510,3
511,357
512,7
513,11
514,10
515,10
516,7
517,25
518,10
519,13
520,67
521,9
522,12
523,5
524,21
525,99
526,15
527,30
528,15
529,6
530,21
531,37
532,21
533,52
534,5
535,29
536,22
537,11
538,39
539,7
540,22
541,9
542,111
543,45
544,5
545,66
546,37
547,19
548,7
549,12
550,20
551,10
552,35
553,5
554,16
555,9
556,105
557,21
558,7
559,10
560,28
561,16
562,58
563,51
564,27
565,22
566,17
567,9
568,10
569,32
570,11
571,28
572,18
573,6
574,12
575,5
576,20
577,500
578,192
579,42
580,50
581,24
582,28
583,67
584,23
585,268
586,29
587,10
588,17
589,12
590,14
591,2
592,7
593,82
594,12
595,12
596,32
597,18
598,13
599,2
600,22
601,9
602,55
603,22
604,59
605,19
606,7
607,5
608,11
609,64
610,31
611,11
612,17
613,139
614,17
615,13
616,84
617,7
618,11
619,26
620,112
621,7
622,22
623,18
624,4
625,25
626,83
627,9
628,14
629,8
630,9
631,35
632,18
633,30
634,7
635,41
636,12
637,49
638,26
639,26
640,31
641,12
642,20
643,16
644,34
645,7
646,414
647,11
648,2
649,19
650,32
651,13
652,11
653,84
654,19
655,48
656,14
657,277
658,24
659,5
660,8
661,195
662,49
663,49
664,12
665,22
666,19
667,7
668,63
669,10
670,19
671,35
672,27
673,47
674,10
675,24
676,9
677,62
678,16
679,17
680,15
681,188
682,24
683,15
684,36
685,19
686,107
687,11
688,14
689,18
690,56
691,52
692,25
693,9
694,26
695,20
696,25
697,80
698,8
699,14
700,13
701,8
702,6
703,45
704,33
705,8
706,32
707,107
708,77
709,14
