id,predicted
0,23
1,8
2,27
3,26
4,17
5,45
6,41
7,15
8,21
9,35
10,15
11,10
12,29
13,21
14,10
15,4
16,15
17,18
18,7
19,7
20,17
21,13
22,14
23,26
24,136
25,50
26,29
27,17
28,18
29,16
30,8
31,8
32,39
33,8
34,29
35,38
36,66
37,10
38,9
39,95
40,7
41,22
42,83
43,22
44,13
45,29
46,91
47,11
48,20
49,18
50,75
51,41
52,27
53,84
54,8
55,103
56,14
57,15
58,23
59,5
60,32
61,17
62,86
63,43
64,20
65,373
66,124
67,17
68,37
69,37
70,13
71,103
72,483
73,6
74,29
75,23
76,7
77,17
78,27
79,21
80,18
81,18
82,27
83,15
84,22
85,14
86,65
87,81
88,15
89,22
90,28
91,243
92,9
93,32
94,99
95,94
96,6
97,19
98,18
99,13
100,10
101,29
102,22
103,10
104,133
105,69
106,21
107,7
108,11
109,24
110,22
111,14
112,16
113,18
114,37
115,10
116,9
117,6
118,14
119,10
120,73
121,21
122,22
123,55
124,4
125,11
126,75
127,7
128,16
129,69
130,10
131,3
132,25
133,179
134,16
135,11
136,11
137,18
138,23
139,16
140,32
141,16
142,18
143,12
144,8
145,27
146,14
147,22
148,8
149,79
150,7
151,200
152,17
153,15
154,171
155,6
156,19
157,24
158,20
159,10
160,51
161,24
162,11
163,80
164,16
165,52
166,16
167,27
168,49
169,10
170,47
171,224
172,116
173,120
174,11
175,33
176,8
177,8
178,44
179,6
180,9
181,49
182,161
183,3
184,15
185,70
186,14
187,4
188,36
189,21
190,15
191,29
192,4
193,11
194,111
195,26
196,17
197,12
198,8
199,23
200,17
201,24
202,9
203,25
204,6
205,33
206,7
207,43
208,205
209,66
210,14
211,31
212,34
213,25
214,18
215,8
216,153
217,39
218,4
219,8
220,30
221,8
222,61
223,11
224,14
225,16
226,30
227,13
228,13
229,8
230,3
231,18
232,40
233,16
234,12
235,7
236,10
237,16
238,84
239,87
240,16
241,19
242,10
243,8
244,22
245,16
246,36
247,14
248,14
249,116
250,5
251,11
252,54
253,49
254,111
255,56
256,50
257,74
258,3
259,37
260,13
261,18
262,184
263,29
264,3
265,62
266,45
267,46
268,11
269,22
270,31
271,5
272,86
273,31
274,12
275,58
276,17
277,38
278,22
279,26
280,23
281,24
282,25
283,42
284,25
285,11
286,25
287,10
288,28
289,75
290,17
291,338
292,13
293,11
294,33
295,66
296,28
297,68
298,10
299,15
300,170
301,21
302,51
303,13
304,35
305,13
306,78
307,11
308,11
309,92
310,80
311,22
312,16
313,5
314,40
315,23
316,6
317,38
318,4
319,16
320,15
321,8
322,4
323,39
324,31
325,5
326,106
327,20
328,64
329,46
330,22
331,12
332,37
333,12
334,17
335,15
336,24
337,27
338,3
339,16
340,151
341,14
342,13
343,25
344,2
345,10
346,12
347,13
348,21
349,15
350,16
351,29
352,38
353,71
354,44
355,11
356,10
357,9
358,24
359,12
360,19
361,221
362,22
363,21
364,8
365,13
366,32
367,29
368,50
369,82
370,11
371,23
372,27
373,21
374,17
375,28
376,4
377,10
378,19
379,11
380,206
381,13
382,10
383,18
384,21
385,9
386,255
387,30
388,81
389,8
390,4
391,103
392,26
393,17
394,10
395,57
396,196
397,9
398,13
399,43
400,24
401,4
402,32
403,16
404,6
405,17
406,11
407,84
408,12
409,17
410,53
411,11
412,54
413,25
414,51
415,26
416,4
417,5
418,86
419,25
420,40
421,16
422,101
423,55
424,37
425,112
426,41
427,12
428,11
429,41
430,41
431,14
432,48
433,93
434,234
435,3
436,14
437,224
438,32
439,5
440,13
441,15
442,152
443,28
444,29
445,42
446,144
447,9
448,92
449,7
450,12
451,17
452,9
453,33
454,521
455,21
456,6
457,32
458,71
459,17
460,3
461,9
462,89
463,74
464,23
465,122
466,28
467,3
468,8
469,21
470,20
471,26
472,54
473,31
474,11
475,11
476,8
477,17
478,69
479,12
480,9
481,9
482,11
483,29
484,18
485,122
486,14
487,11
488,15
489,19
490,11
491,11
492,6
493,17
494,24
495,89
496,19
497,40
498,58
499,74
500,15
501,7
502,8
503,5
504,61
505,89
506,21
507,10
508,13
509,12
510,4
511,355
512,8
513,9
514,12
515,9
516,6
517,27
518,15
519,21
520,72
521,10
522,18
523,5
524,25
525,115
526,18
527,22
528,15
529,9
530,25
531,51
532,24
533,98
534,6
535,44
536,22
537,15
538,52
539,4
540,29
541,13
542,129
543,51
544,5
545,69
546,38
547,24
548,10
549,18
550,17
551,10
552,26
553,5
554,28
555,8
556,123
557,23
558,13
559,4
560,28
561,18
562,43
563,60
564,39
565,27
566,17
567,8
568,13
569,43
570,15
571,18
572,19
573,6
574,17
575,7
576,20
577,505
578,200
579,35
580,82
581,22
582,21
583,51
584,31
585,251
586,18
587,13
588,23
589,10
590,17
591,1
592,10
593,100
594,13
595,11
596,40
597,17
598,17
599,2
600,18
601,8
602,43
603,19
604,41
605,23
606,16
607,8
608,9
609,86
610,35
611,14
612,15
613,137
614,29
615,17
616,83
617,5
618,16
619,26
620,109
621,6
622,22
623,21
624,5
625,60
626,110
627,10
628,18
629,7
630,10
631,47
632,19
633,25
634,10
635,70
636,13
637,45
638,25
639,22
640,36
641,15
642,21
643,17
644,48
645,7
646,432
647,13
648,2
649,16
650,20
651,15
652,14
653,105
654,23
655,59
656,20
657,264
658,17
659,8
660,8
661,212
662,75
663,68
664,18
665,15
666,18
667,6
668,93
669,9
670,20
671,42
672,36
673,81
674,12
675,29
676,10
677,81
678,16
679,20
680,22
681,185
682,27
683,18
684,21
685,27
686,115
687,12
688,16
689,24
690,94
691,43
692,24
693,11
694,21
695,26
696,25
697,64
698,12
699,15
700,11
701,9
702,6
703,77
704,52
705,8
706,44
707,121
708,111
709,14
710,61
711,31
712,23
713,7
714,46
715,11
716,17
717,16
718,37
719,102
720,160
721,17
722,14
723,18
724,13
725,22
726,17
727,26
728,29
729,13
730,33
731,8
732,32
733,27
734,13
735,394
736,554
737,18
738,28
739,7
740,34
741,76
742,16
743,65
744,66
745,300
746,15
747,224
748,93
749,26
750,137
751,8
752,77
753,11
754,14
755,28
756,9
757,22
758,15
759,83
760,16
761,94
762,96
763,32
764,17
765,87
766,14
767,204
768,31
769,10
770,13
771,23
772,13
773,90
774,166
775,10
776,22
777,7
778,16
779,22
780,15
781,10
782,9
783,18
784,19
785,21
786,93
787,8
788,31
789,19
790,7
791,30
792,19
793,245
794,31
795,38
796,14
797,122
798,30
799,21
800,49
801,9
802,4
803,17
804,11
805,8
806,18
807,24
808,20
809,31
810,10
811,13
812,62
813,38
814,10
815,8
816,9
817,82
818,63
819,178
820,17
821,5
822,87
823,37
824,21
825,15
826,16
827,9
828,12
829,10
830,45
831,25
832,265
833,15
834,9
835,27
836,13
837,31
838,8
839,9
840,90
841,10
842,54
843,261
844,17
845,41
846,83
847,17
848,15
849,116
850,14
851,44
852,15
853,9
854,10
855,16
856,51
857,13
858,9
859,11
860,12
861,54
862,26
863,16
864,13
865,10
866,16
867,25
868,37
869,19
870,28
871,5
872,42
873,2
874,27
875,9
876,14
877,15
878,18
879,75
880,16
881,22
882,14
883,23
884,37
885,48
886,32
887,53
888,15
889,18
890,33
891,78
892,58
893,38
894,12
895,20
896,6
897,76
898,7
899,85
900,18
901,350
902,11
903,5
904,15
905,16
906,13
907,15
908,42
909,5
910,44
911,8
912,25
913,31
914,32
915,51
916,12
917,15
918,23
919,7
920,8
921,40
922,85
923,80
924,44
925,98
926,12
927,129
928,12
929,31
930,33
931,15
932,35
933,17
934,11
935,13
936,16
937,18
938,12
939,57
940,40
941,17
942,20
943,54
944,18
945,35
946,9
947,24
948,73
949,15
950,25
951,47
952,23
953,23
954,7
955,3
956,84
957,34
958,21
959,14
960,9
961,49
962,14
963,21
964,6
965,10
966,15
967,16
968,22
969,12
970,9
971,73
972,27
973,88
974,19
975,15
976,4
977,16
978,60
979,6
980,73
981,12
982,17
983,30
984,88
985,10
986,77
987,17
988,27
989,14
990,32
991,19
992,24
993,27
994,84
995,10
996,10
997,18
998,33
999,215
1000,21
1001,2
1002,48
1003,9
1004,13
1005,30
1006,7
1007,46
1008,17
1009,22
1010,39
1011,31
1012,24
1013,11
1014,5
1015,10
1016,22
1017,27
1018,3
1019,6
1020,40
1021,15
1022,15
1023,80
1024,24
1025,13
1026,59
1027,22
1028,26
1029,93
1030,103
1031,41
1032,20
1033,27
1034,8
1035,7
1036,94
1037,73
1038,40
1039,26
1040,33
1041,17
1042,111
1043,42
1044,69
1045,4
1046,21
1047,10
1048,16
1049,33
1050,12
1051,27
1052,15
1053,27
1054,78
1055,14
1056,18
1057,15
1058,11
1059,18
1060,11
1061,107
1062,14
1063,61
1064,38
1065,4
1066,68
1067,25
1068,14
1069,39
1070,19
1071,23
1072,35
1073,5
1074,47
1075,10
1076,27
1077,45
1078,4
1079,10
1080,8
1081,14
1082,13
1083,29
1084,14
1085,94
1086,25
1087,104
1088,20
1089,17
1090,21
1091,23
1092,8
1093,76
1094,18
1095,8
1096,27
1097,10
1098,8
1099,15
1100,18
1101,283
1102,10
1103,18
1104,31
1105,7
1106,23
1107,9
1108,78
1109,7
1110,25
1111,12
1112,49
1113,27
1114,5
1115,12
1116,23
1117,13
1118,11
1119,19
1120,59
1121,12
1122,20
1123,6
1124,31
1125,4
1126,7
1127,21
1128,92
1129,13
1130,19
1131,77
1132,29
1133,16
1134,16
1135,201
1136,21
1137,9
1138,265
1139,45
1140,13
1141,9
1142,14
1143,7
1144,25
1145,9
1146,14
1147,294
1148,27
1149,74
1150,6
1151,29
1152,27
1153,54
1154,75
1155,47
1156,25
1157,35
1158,46
1159,13
1160,59
1161,6
1162,5
1163,56
1164,11
1165,38
1166,6
1167,32
1168,13
1169,20
1170,36
1171,24
1172,99
1173,50
1174,10
1175,6
1176,43
1177,91
1178,565
1179,8
1180,41
1181,11
1182,35
1183,196
1184,26
1185,19
1186,10
1187,24
1188,27
1189,6
1190,11
1191,9
1192,39
1193,40
1194,22
1195,14
1196,22
1197,21
1198,68
1199,31
1200,17
1201,72
1202,15
1203,39
1204,13
1205,6
1206,20
1207,51
1208,26
1209,9
1210,41
1211,97
1212,28
1213,15
1214,12
1215,37
1216,14
1217,15
1218,244
1219,34
1220,48
1221,90
1222,94
1223,84
1224,4
1225,20
1226,12
1227,15
1228,6
1229,103
1230,12
1231,36
1232,17
1233,18
1234,13
1235,22
1236,34
1237,13
1238,31
1239,18
1240,32
1241,22
1242,27
1243,19
1244,88
1245,22
1246,15
1247,15
1248,70
1249,23
1250,659
1251,10
1252,20
1253,27
1254,7
1255,8
1256,51
1257,7
1258,39
1259,44
1260,12
1261,37
1262,41
1263,13
1264,21
1265,3
1266,19
1267,16
1268,25
1269,42
1270,16
1271,23
1272,23
1273,377
1274,20
1275,36
1276,18
1277,4
1278,4
1279,32
1280,8
1281,27
1282,17
1283,9
1284,9
1285,256
1286,13
1287,12
1288,11
1289,73
1290,93
1291,17
1292,31
1293,10
1294,24
1295,10
1296,10
1297,30
1298,51
1299,28
1300,120
1301,30
1302,50
1303,47
1304,130
1305,17
1306,24
1307,15
1308,14
1309,15
1310,26
1311,9
1312,18
1313,68
1314,28
1315,19
1316,3
1317,19
1318,6
1319,23
1320,59
1321,33
1322,16
1323,11
1324,19
1325,74
1326,71
1327,41
1328,27
1329,152
1330,10
1331,34
1332,72
1333,17
1334,15
1335,30
1336,11
1337,26
1338,27
1339,12
1340,8
1341,14
1342,11
1343,23
1344,27
1345,8
1346,10
1347,19
1348,124
1349,37
1350,165
1351,13
1352,17
1353,29
1354,8
1355,12
1356,33
1357,79
1358,6
1359,38
1360,24
1361,15
1362,27
1363,26
1364,17
1365,10
1366,27
1367,11
1368,34
1369,10
1370,15
1371,6
1372,56
1373,13
1374,24
1375,15
1376,10
1377,66
1378,111
1379,7
1380,20
1381,15
1382,8
1383,10
1384,38
1385,4
1386,16
1387,36
1388,13
1389,18
1390,29
1391,14
1392,12
1393,4
1394,113
1395,59
1396,66
1397,50
1398,11
1399,20
1400,5
1401,19
1402,44
1403,3
1404,19
1405,42
1406,16
1407,16
1408,28
1409,12
1410,16
1411,10
1412,86
1413,93
1414,13
1415,11
1416,10
1417,18
1418,344
1419,23
1420,19
1421,12
1422,15
1423,10
1424,78
1425,14
1426,17
1427,114
1428,32
1429,7
1430,19
1431,11
1432,25
1433,232
1434,5
1435,18
1436,11
1437,17
1438,26
1439,6
1440,15
1441,5
1442,7
1443,53
1444,20
1445,76
1446,10
1447,9
1448,20
1449,14
1450,12
1451,79
1452,8
1453,16
1454,19
1455,20
1456,10
1457,3
1458,30
1459,84
1460,13
1461,19
1462,46
1463,17
1464,44
1465,49
1466,129
1467,44
1468,25
1469,8
1470,23
1471,5
1472,19
1473,27
1474,4
1475,32
1476,15
1477,14
1478,9
1479,3
1480,10
1481,39
1482,111
1483,10
1484,95
1485,6
1486,27
1487,42
1488,9
1489,4
1490,94
1491,168
1492,3
1493,17
1494,13
1495,10
1496,6
1497,15
1498,37
1499,20
1500,3
1501,8
1502,10
1503,10
1504,8
1505,371
1506,11
1507,13
1508,21
1509,24
1510,16
1511,33
1512,66
1513,19
1514,12
1515,11
1516,54
1517,23
1518,16
1519,16
1520,11
1521,12
1522,28
1523,91
1524,27
1525,40
1526,75
1527,13
1528,14
1529,19
1530,37
1531,20
1532,15
1533,14
1534,38
1535,25
1536,18
1537,24
1538,16
1539,27
1540,10
1541,36
1542,82
1543,13
1544,88
1545,13
1546,87
1547,31
1548,21
1549,26
1550,27
1551,37
1552,28
1553,10
1554,12
1555,7
1556,13
1557,97
1558,64
1559,9
1560,42
1561,8
1562,11
1563,30
1564,10
1565,9
1566,2
1567,20
1568,202
1569,53
1570,10
1571,16
1572,7
1573,28
1574,11
1575,69
1576,17
1577,35
1578,295
1579,443
1580,5
1581,33
1582,26
1583,37
1584,4
1585,65
1586,4
1587,14
1588,19
1589,85
1590,47
1591,84
1592,27
1593,4
1594,13
1595,32
1596,16
1597,68
1598,14
1599,20
1600,20
1601,6
1602,4
1603,24
1604,5
1605,18
1606,18
1607,26
1608,11
1609,4
1610,26
1611,15
1612,19
1613,14
1614,16
1615,89
1616,11
1617,70
1618,17
1619,6
1620,116
1621,64
1622,9
1623,21
1624,76
1625,25
1626,16
1627,26
1628,9
1629,11
1630,5
1631,7
1632,4
1633,95
1634,62
1635,7
1636,7
1637,20
1638,44
1639,13
1640,73
1641,35
1642,19
1643,22
1644,29
1645,10
1646,18
1647,36
1648,15
1649,30
1650,6
1651,11
1652,22
1653,32
1654,6
1655,303
1656,11
1657,21
1658,18
1659,6
1660,29
1661,20
1662,17
1663,12
1664,14
1665,25
1666,24
1667,23
1668,43
1669,13
1670,8
1671,40
1672,24
1673,16
1674,154
1675,18
1676,31
1677,59
1678,25
1679,6
1680,25
1681,23
1682,28
1683,21
1684,32
1685,8
1686,16
1687,12
1688,24
1689,19
1690,92
1691,37
1692,27
1693,15
1694,29
1695,19
1696,43
1697,18
1698,13
1699,229
1700,3
1701,80
1702,14
1703,4
1704,24
1705,11
1706,19
1707,15
1708,122
1709,21
1710,35
1711,241
1712,57
1713,11
1714,25
1715,15
1716,34
1717,82
1718,25
1719,2
1720,14
1721,39
1722,21
1723,28
1724,23
1725,16
1726,6
1727,253
1728,24
1729,38
1730,20
1731,23
1732,26
1733,9
1734,13
1735,14
1736,36
1737,29
1738,10
1739,10
1740,16
1741,18
1742,14
1743,25
1744,11
1745,10
1746,15
1747,11
1748,29
1749,11
1750,71
1751,18
1752,12
1753,5
1754,72
1755,79
1756,21
1757,50
1758,33
1759,22
1760,81
1761,7
1762,29
1763,7
1764,12
1765,27
1766,60
1767,52
1768,13
1769,28
1770,102
1771,23
1772,18
1773,35
1774,6
1775,17
1776,17
1777,40
1778,31
1779,31
1780,22
1781,17
1782,7
1783,21
1784,6
1785,9
1786,3
1787,26
1788,22
1789,25
1790,54
1791,29
1792,27
1793,10
1794,26
1795,65
1796,21
1797,35
1798,30
1799,6
1800,14
1801,20
1802,10
1803,18
1804,9
1805,27
1806,21
1807,15
1808,21
1809,32
1810,24
1811,42
1812,18
1813,33
1814,16
1815,11
1816,24
1817,5
1818,57
1819,18
1820,22
1821,28
1822,10
1823,4
1824,13
1825,19
1826,27
1827,6
1828,4
1829,82
1830,23
1831,6
1832,16
1833,12
1834,9
1835,14
1836,5
1837,22
1838,19
1839,21
1840,20
1841,20
1842,15
1843,17
1844,26
1845,26
1846,34
1847,41
1848,114
1849,21
1850,19
1851,97
1852,212
1853,104
1854,11
1855,24
1856,5
1857,14
1858,21
1859,16
1860,78
1861,12
1862,28
1863,25
1864,17
1865,49
1866,20
1867,8
1868,42
1869,21
1870,79
1871,72
1872,61
1873,35
1874,18
1875,9
1876,21
1877,20
1878,15
1879,98
1880,121
1881,25
1882,25
1883,24
1884,38
1885,15
1886,9
1887,6
1888,14
1889,60
1890,14
1891,101
1892,13
1893,18
1894,24
1895,23
1896,16
1897,161
1898,11
1899,32
1900,100
1901,4
1902,25
1903,19
1904,19
1905,10
