id,predicted
0,31
1,36
2,71
3,18
4,16
5,7
6,9
7,13
8,20
9,20
10,58
11,6
12,23
13,14
14,24
15,25
16,15
17,25
18,5
19,42
20,7
21,44
22,13
23,23
24,8
25,22
26,46
27,22
28,21
29,45
30,26
31,22
32,27
33,18
34,18
35,17
36,22
37,10
38,78
39,19
40,31
41,28
42,11
43,14
44,29
45,5
46,33
47,9
48,5
49,30
50,36
51,44
52,13
53,40
54,25
55,16
56,25
57,78
58,42
59,5
60,15
61,3
62,24
63,40
64,369
65,54
66,29
67,32
68,29
69,22
70,64
71,9
72,14
73,27
74,4
75,12
76,25
77,30
78,16
79,44
80,15
81,9
82,23
83,25
84,26
85,23
86,21
87,16
88,19
89,19
90,91
91,12
92,43
93,11
94,44
95,9
96,11
97,32
98,13
99,16
100,63
101,60
102,1
103,58
104,22
105,19
106,12
107,26
108,69
109,58
110,74
111,35
112,121
113,4
114,14
115,12
116,34
117,35
118,17
119,18
120,60
121,49
122,26
123,55
124,21
125,25
126,28
127,12
128,25
129,14
130,18
131,18
132,64
133,11
134,15
135,7
136,8
137,22
138,30
139,21
140,12
141,13
142,27
143,3
144,22
145,99
146,80
147,28
148,8
149,11
150,19
151,7
152,4
153,7
154,5
155,20
156,17
157,26
158,13
159,19
160,25
161,7
162,34
163,10
164,56
165,5
166,17
167,24
168,40
169,14
170,56
171,10
172,37
173,8
174,17
175,28
176,86
177,22
178,59
179,9
180,5
181,10
182,8
183,35
184,11
185,25
186,38
187,25
188,23
189,12
190,35
191,9
192,14
193,12
194,19
195,21
196,53
197,30
198,39
199,18
200,17
201,9
202,8
203,80
204,59
205,10
206,23
207,36
208,11
209,19
210,4
211,15
212,8
213,7
214,12
215,18
216,9
217,16
218,3
219,96
220,21
221,38
222,28
223,33
224,6
225,41
226,23
227,34
228,2
229,22
230,64
231,19
232,23
233,11
234,28
235,25
236,19
237,29
238,93
239,60
240,18
241,144
242,15
243,32
244,22
245,14
246,7
247,12
248,17
249,320
250,15
251,20
252,31
253,17
254,31
255,12
256,40
257,10
258,24
259,15
260,9
261,31
262,203
263,13
264,18
265,6
266,142
267,27
268,22
269,18
270,26
271,15
272,97
273,5
274,18
275,11
276,24
277,8
278,54
279,76
280,46
281,27
282,5
283,11
284,8
285,26
286,35
287,14
288,11
289,15
290,14
291,30
292,91
293,23
294,30
295,6
296,27
297,112
298,10
299,17
300,15
301,5
302,12
303,14
304,32
305,23
306,18
307,52
308,48
309,15
310,23
311,54
312,12
313,52
314,10
315,30
316,74
317,7
318,11
319,22
320,9
321,26
322,79
323,24
324,16
325,34
326,36
327,17
328,32
329,51
330,31
331,56
332,37
333,17
334,16
335,27
336,27
337,13
338,24
339,13
340,10
341,15
342,53
343,58
344,27
345,22
346,34
347,14
348,36
349,11
350,15
351,3
352,8
353,15
354,20
355,13
356,13
357,41
358,98
359,54
360,15
361,14
362,13
363,59
364,27
365,19
366,26
367,52
368,19
369,7
370,26
371,176
372,12
373,14
374,4
375,79
376,5
377,30
378,13
379,25
380,19
381,26
382,10
383,20
384,30
385,44
386,15
387,30
388,31
389,25
390,73
391,2
392,41
393,34
394,44
395,17
396,31
397,154
398,11
399,15
400,42
401,11
402,14
403,19
404,25
405,10
406,52
407,34
408,9
409,189
410,5
411,4
412,13
413,15
414,26
415,7
416,7
417,75
418,9
419,31
420,13
421,15
422,13
423,59
424,12
425,11
426,11
427,30
428,1
429,23
430,16
431,11
432,14
433,28
434,13
435,57
436,7
437,76
438,31
439,17
440,60
441,26
442,11
443,38
444,13
445,25
446,41
447,5
448,24
449,31
450,23
451,59
452,13
453,16
454,26
455,24
456,11
457,8
458,6
459,4
460,25
461,7
462,11
463,22
464,11
465,42
466,21
467,3
468,10
469,13
470,16
471,9
472,19
473,11
474,28
475,28
476,14
477,8
478,38
479,6
480,29
481,17
482,51
483,22
484,37
485,32
486,31
487,8
488,58
489,45
490,5
491,10
492,23
493,12
494,8
495,12
496,10
497,1
498,47
499,18
500,3
501,56
502,16
503,8
504,10
505,29
506,30
507,44
508,43
509,50
510,76
511,17
512,53
513,13
514,57
515,13
516,59
517,13
518,25
519,33
520,206
521,40
522,33
523,25
524,27
525,18
526,18
527,9
528,15
529,32
530,14
531,72
532,73
533,8
534,45
535,9
536,24
537,54
538,5
539,69
540,130
541,4
542,22
543,3
544,11
545,43
546,20
547,30
548,11
549,12
550,41
551,33
552,34
553,28
554,92
555,2
556,6
557,28
558,11
559,8
560,11
561,28
562,18
563,81
564,17
565,27
566,12
567,21
568,15
569,56
570,26
571,49
572,7
573,15
574,89
575,57
576,35
577,12
578,3
579,32
580,39
581,9
582,10
583,36
584,11
585,77
586,25
587,8
588,30
589,12
590,22
591,37
592,110
593,27
594,12
595,9
596,10
597,63
598,23
599,19
600,6
601,31
602,45
603,26
604,27
605,11
606,21
607,15
608,16
609,29
610,27
611,54
612,16
613,17
614,22
615,27
616,15
617,13
618,47
619,32
620,71
621,16
622,13
623,23
624,20
625,27
626,21
627,16
628,5
629,10
630,24
631,34
632,15
633,65
634,28
635,4
636,10
637,7
638,24
639,8
640,11
641,15
642,11
643,22
644,20
645,25
646,26
647,76
648,42
649,18
650,24
651,36
652,8
653,3
654,74
655,54
656,25
657,7
658,25
659,27
660,1
661,31
662,9
663,12
664,14
665,21
666,16
667,53
668,25
669,49
670,5
671,80
672,68
673,16
674,254
675,9
676,13
677,11
678,12
679,15
680,14
