id,predicted
0,29
1,46
2,72
3,22
4,23
5,8
6,7
7,16
8,20
9,19
10,82
11,9
12,25
13,18
14,27
15,29
16,14
17,22
18,5
19,43
20,7
21,42
22,20
23,19
24,4
25,21
26,48
27,21
28,15
29,38
30,27
31,14
32,37
33,14
34,20
35,21
36,23
37,13
38,87
39,13
40,32
41,23
42,10
43,12
44,28
45,5
46,50
47,18
48,5
49,33
50,41
51,43
52,15
53,40
54,22
55,15
56,22
57,71
58,43
59,8
60,18
61,2
62,21
63,32
64,777
65,46
66,35
67,41
68,31
69,23
70,67
71,17
72,13
73,32
74,6
75,21
76,22
77,34
78,17
79,63
80,20
81,12
82,23
83,20
84,23
85,13
86,19
87,11
88,19
89,23
90,82
91,14
92,49
93,10
94,57
95,11
96,14
97,28
98,12
99,7
100,62
101,54
102,2
103,58
104,23
105,14
106,15
107,24
108,97
109,101
110,93
111,35
112,129
113,4
114,24
115,18
116,30
117,40
118,17
119,18
120,58
121,43
122,24
123,99
124,18
125,23
126,28
127,12
128,23
129,13
130,17
131,26
132,92
133,8
134,18
135,12
136,8
137,27
138,27
139,19
140,12
141,13
142,26
143,4
144,23
145,140
146,88
147,24
148,8
149,11
150,20
151,10
152,6
153,8
154,2
155,21
156,13
157,26
158,18
159,15
160,26
161,5
162,46
163,15
164,56
165,5
166,16
167,23
168,23
169,19
170,60
171,16
172,38
173,12
174,17
175,30
176,119
177,10
178,66
179,16
180,5
181,12
182,11
183,28
184,20
185,28
186,43
187,24
188,37
189,14
190,29
191,10
192,7
193,14
194,28
195,15
196,54
197,29
198,31
199,14
200,23
201,5
202,12
203,90
204,90
205,12
206,20
207,31
208,8
209,18
210,4
211,16
212,9
213,22
214,9
215,25
216,11
217,16
218,5
219,130
220,22
221,35
222,28
223,37
224,6
225,35
226,26
227,41
228,2
229,29
230,116
231,18
232,21
233,20
234,22
235,25
236,18
237,34
238,115
239,86
240,20
241,129
242,20
243,34
244,29
245,19
246,6
247,11
248,13
249,349
250,15
251,19
252,32
253,13
254,27
255,13
256,42
257,11
258,26
259,14
260,13
261,28
262,197
263,13
264,21
265,8
266,145
267,34
268,23
269,14
270,27
271,16
272,100
273,6
274,15
275,13
276,29
277,13
278,86
279,96
280,56
281,33
282,5
283,11
284,9
285,50
286,27
287,15
288,13
289,15
290,18
291,34
292,56
293,35
294,27
295,8
296,31
297,126
298,10
299,19
300,13
301,8
302,8
303,13
304,45
305,19
306,21
307,45
308,43
309,13
310,32
311,75
312,12
313,62
314,9
315,24
316,119
317,6
318,15
319,21
320,6
321,27
322,80
323,27
324,19
325,46
326,27
327,18
328,39
329,78
330,35
331,80
332,33
333,21
334,16
335,24
336,26
337,15
338,23
339,14
340,13
341,10
342,69
343,92
344,30
345,29
346,27
347,14
348,34
349,17
350,15
351,4
352,14
353,23
354,19
355,12
356,15
357,41
358,110
359,73
360,12
361,15
362,13
363,92
364,29
365,18
366,24
367,46
368,30
369,9
370,23
371,176
372,10
373,14
374,3
375,103
376,5
377,24
378,19
379,22
380,27
381,21
382,12
383,33
384,25
385,38
386,23
387,27
388,41
389,24
390,78
391,4
392,44
393,38
394,42
395,14
396,33
397,138
398,16
399,17
400,35
401,7
402,15
403,16
404,31
405,6
406,50
407,24
408,7
409,296
410,6
411,6
412,12
413,16
414,27
415,7
416,4
417,126
418,12
419,25
