id,predicted
0,31
1,2
2,21
3,7
4,31
5,33
6,53
7,30
8,22
9,30
10,15
11,9
12,34
13,11
14,15
15,3
16,27
17,50
18,5
19,10
20,14
21,19
22,15
23,23
24,75
25,68
26,16
27,8
28,13
29,13
30,8
31,7
32,51
33,3
34,70
35,18
36,69
37,7
38,9
39,72
40,15
41,37
42,105
43,28
44,13
45,17
46,106
47,18
48,38
49,12
50,57
51,39
52,25
53,141
54,15
55,99
56,20
57,3
58,19
59,10
60,22
61,11
62,58
63,62
64,16
65,568
66,105
67,14
68,38
69,60
70,17
71,79
72,563
73,8
74,30
75,26
76,3
77,1
78,18
79,23
80,15
81,22
82,33
83,3
84,10
85,13
86,80
87,70
88,39
89,16
90,24
91,318
92,10
93,41
94,70
95,68
96,12
97,17
98,16
99,5
100,14
101,22
102,19
103,1
104,217
105,61
106,19
107,4
108,16
109,22
110,55
111,4
112,38
113,11
114,55
115,5
116,12
117,9
118,13
119,6
120,50
121,28
122,20
123,41
124,10
125,8
126,52
127,13
128,18
129,49
130,18
131,7
132,23
133,23
134,20
135,5
136,9
137,16
138,16
139,20
140,11
141,18
142,31
143,2
144,4
145,36
146,28
147,4
148,5
149,55
150,1
151,162
152,25
153,14
154,91
155,6
156,18
157,33
158,29
159,21
160,79
161,17
162,14
163,148
164,13
165,17
166,34
167,37
168,42
169,3
170,55
171,523
172,134
173,146
174,3
175,56
176,7
177,14
178,50
179,3
180,5
181,73
182,327
183,7
184,15
185,66
186,19
187,8
188,26
189,16
190,27
191,50
192,7
193,8
194,115
195,46
196,10
197,16
198,9
199,7
200,18
201,39
202,3
203,42
204,2
205,30
206,4
207,56
208,235
209,54
210,8
211,32
212,55
213,25
214,29
215,14
216,231
217,66
218,3
219,9
220,42
221,21
222,41
223,11
224,25
225,25
226,29
227,33
228,3
229,5
230,5
231,23
232,35
233,35
234,9
235,6
236,5
237,17
238,116
239,48
240,8
241,16
242,5
243,4
244,27
245,30
246,53
247,13
248,13
249,162
250,11
251,5
252,61
253,116
254,154
255,45
256,88
257,97
258,7
259,38
260,10
261,20
262,282
263,19
264,6
265,44
266,63
267,33
268,18
269,15
270,49
271,4
272,115
273,44
274,22
275,26
276,21
277,43
278,18
279,27
280,20
281,27
282,20
283,26
284,25
285,17
286,35
287,8
288,39
289,74
290,23
291,606
292,15
293,17
294,63
295,79
296,24
297,57
298,2
299,7
300,193
301,30
302,87
303,2
304,21
305,25
306,51
307,14
308,9
309,52
310,294
311,25
312,15
313,4
314,66
315,22
316,5
317,67
318,2
319,19
320,1
321,5
322,3
323,77
324,49
325,5
326,73
327,22
328,48
329,66
330,25
331,14
332,47
333,7
334,18
335,30
336,23
337,21
338,4
339,17
340,114
341,8
342,24
343,17
344,4
345,13
346,13
347,11
348,50
349,13
350,27
351,46
352,69
353,62
354,36
355,2
356,9
357,5
358,14
359,11
360,27
361,239
362,24
363,13
364,17
365,14
366,23
367,55
368,72
369,202
370,7
371,39
372,16
373,34
374,24
375,25
376,4
377,10
378,15
379,15
380,377
381,17
382,22
383,14
384,40
385,11
386,167
387,42
388,59
389,4
390,2
391,56
392,15
393,11
394,5
395,78
396,195
397,25
398,24
399,44
400,14
401,4
402,37
403,21
404,14
405,16
406,38
407,85
408,2
409,32
410,24
411,6
412,47
413,15
414,26
415,28
416,2
417,3
418,60
419,21
420,33
421,17
422,79
423,46
424,43
425,104
426,182
427,33
428,7
429,61
430,35
431,7
432,183
433,64
434,251
435,11
436,18
437,207
438,50
439,9
440,9
441,16
442,201
443,34
444,34
445,52
446,114
447,8
448,62
449,9
450,10
451,16
452,16
453,17
454,791
455,13
456,7
457,34
458,48
459,44
460,9
461,13
462,82
463,49
464,24
465,79
466,32
467,7
468,2
469,37
470,24
471,17
472,67
473,25
474,3
475,13
476,5
477,30
478,124
479,16
480,9
481,7
482,5
483,23
484,16
485,86
486,13
487,7
488,10
489,15
490,22
491,5
492,6
493,21
494,27
495,59
496,36
497,66
498,78
499,122
500,3
501,4
502,2
503,15
504,84
505,51
506,9
507,7
508,13
509,11
510,8
511,566
512,12
513,3
514,12
515,3
516,5
517,21
518,2
519,40
520,138
521,10
522,27
523,4
524,21
525,116
526,19
527,12
528,16
529,27
530,17
531,112
532,25
533,78
534,8
535,34
536,33
537,18
538,67
539,15
540,27
541,22
542,224
543,45
544,4
545,140
546,46
547,14
548,4
549,18
550,26
551,3
552,27
553,7
554,15
555,18
556,250
557,22
558,16
559,2
560,19
561,22
562,18
563,84
564,61
565,60
566,16
567,14
568,12
569,32
570,6
571,28
572,17
573,14
574,15
575,12
576,38
577,808
578,220
579,32
580,45
581,22
582,15
583,95
584,29
585,340
586,21
587,3
588,26
589,24
590,20
591,6
592,18
593,152
594,4
595,26
596,18
597,14
598,29
599,11
600,11
601,13
602,24
603,17
604,35
605,28
606,22
607,10
608,9
609,70
610,59
611,6
612,4
613,87
614,8
615,11
616,154
617,7
618,3
619,61
620,95
621,7
622,35
623,25
624,8
625,61
626,114
627,3
628,6
629,6
630,15
631,73
632,17
633,27
634,21
635,50
636,4
637,73
638,16
639,19
640,56
641,7
642,18
643,11
644,37
645,3
646,626
647,18
648,2
649,17
650,10
651,4
652,4
653,201
654,18
655,109
656,18
657,337
658,11
659,5
660,4
661,155
662,49
663,56
664,10
665,31
666,18
667,3
668,98
669,18
670,14
671,74
672,21
673,64
674,14
