id,predicted
0,30
1,15
2,64
3,18
4,14
5,5
6,3
7,15
8,12
9,16
10,125
11,6
12,25
13,12
14,22
15,29
16,14
17,23
18,3
19,47
20,13
21,50
22,19
23,25
24,4
25,25
26,43
27,16
28,15
29,32
30,25
31,13
32,32
33,15
34,19
35,21
36,25
37,11
38,87
39,23
40,22
41,48
42,13
43,12
44,25
45,5
46,35
47,13
48,5
49,28
50,30
51,34
52,13
53,36
54,12
55,17
56,21
57,61
58,30
59,3
60,12
61,7
62,20
63,27
64,880
65,42
66,32
67,46
68,27
69,21
70,63
71,3
72,22
73,28
74,5
75,9
76,23
77,30
78,8
79,35
80,14
81,10
82,26
83,25
84,18
85,26
86,32
87,14
88,25
89,16
90,40
91,20
92,15
93,14
94,37
95,13
96,5
97,27
98,16
99,11
100,61
101,69
102,3
103,13
104,16
105,12
106,9
107,23
108,55
109,150
110,58
111,30
112,141
113,6
114,28
115,14
116,28
117,27
118,21
119,21
120,33
121,53
122,31
123,57
124,29
125,25
126,27
127,10
128,25
129,14
130,19
131,30
132,66
133,9
134,17
135,13
136,12
137,25
138,18
139,18
140,11
141,15
142,25
143,8
144,22
145,120
146,80
147,26
148,7
149,14
150,13
151,11
152,7
153,15
154,8
155,22
156,13
157,30
158,22
159,20
160,26
161,3
162,47
163,14
164,47
165,6
166,18
167,27
168,12
169,18
170,26
171,15
172,33
173,9
174,14
175,27
176,96
177,8
178,22
179,3
180,6
181,10
182,15
183,34
184,14
185,29
186,40
187,29
188,26
189,14
190,37
191,12
192,4
193,16
194,26
195,15
196,35
197,30
198,38
199,21
200,13
201,3
202,12
203,65
204,32
205,12
206,29
207,41
208,14
209,27
210,7
211,15
212,4
213,9
214,11
215,18
216,10
217,11
218,7
219,95
220,22
221,43
222,32
223,40
224,7
225,25
226,31
227,34
228,3
229,13
230,63
231,21
232,22
233,18
234,28
235,34
236,16
237,36
238,76
239,71
240,26
241,73
242,17
243,29
244,31
245,11
246,15
247,19
248,16
249,151
250,19
251,18
252,29
253,12
254,25
255,17
256,34
257,12
258,22
259,13
260,12
261,32
262,52
263,17
264,21
265,2
266,88
267,26
268,19
269,17
270,34
271,17
272,147
273,7
274,20
275,20
276,30
277,8
278,149
279,86
280,58
281,27
282,10
283,14
284,14
285,49
286,10
287,15
288,12
289,16
290,13
291,38
292,19
293,24
294,34
295,9
296,39
297,135
298,9
299,16
300,12
301,3
302,11
303,11
304,39
305,22
306,18
307,51
308,79
309,13
310,30
311,61
312,15
313,38
314,12
315,42
316,70
317,4
318,4
319,24
320,5
321,23
322,68
323,25
324,19
325,29
326,25
327,12
328,32
329,56
330,27
331,46
332,32
333,16
334,12
335,19
336,27
337,23
338,28
339,12
340,17
341,13
342,49
343,90
344,35
345,23
346,33
347,30
348,34
349,13
350,12
351,4
352,11
353,31
354,18
355,14
356,17
357,39
358,71
359,56
360,17
361,16
362,10
363,87
364,25
365,22
366,32
367,144
368,20
369,7
370,12
371,81
372,11
373,14
374,3
375,51
376,8
377,28
378,4
379,23
380,10
381,32
382,15
383,38
384,28
385,17
386,13
387,25
388,26
389,25
390,48
391,9
392,38
393,26
394,64
395,18
396,28
397,75
398,12
399,12
400,20
401,5
402,12
403,21
404,17
405,4
406,45
407,26
408,12
409,78
410,4
411,3
412,14
413,17
414,27
415,2
416,6
417,95
418,12
419,29
420,15
421,10
422,19
423,78
424,11
425,15
426,12
427,35
428,3
429,26
430,17
431,8
432,13
433,33
434,11
435,59
436,6
437,163
438,24
439,14
440,51
441,28
442,12
443,26
444,21
445,30
446,34
447,6
448,15
449,34
450,14
451,76
452,13
453,12
454,24
455,23
456,11
457,13
458,14
459,6
460,31
461,6
462,15
463,24
464,13
465,50
466,19
467,10
468,12
469,11
470,20
471,12
472,21
473,10
474,29
475,28
476,7
477,9
478,32
479,9
480,27
481,25
482,39
483,13
484,20
485,33
486,27
487,7
488,46
489,27
490,8
491,9
492,26
493,11
494,7
495,16
496,7
497,5
498,33
499,16
500,8
501,35
502,11
503,3
504,14
505,25
506,22
507,40
508,34
509,62
510,81
