id,predicted
0,19
1,8
2,24
3,14
4,34
5,56
6,79
7,25
8,20
9,56
10,17
11,9
12,29
13,16
14,10
15,7
16,11
17,40
18,10
19,13
20,23
21,25
22,13
23,26
24,120
25,47
26,36
27,7
28,27
29,17
30,9
31,6
32,46
33,4
34,67
35,28
36,55
37,5
38,14
39,63
40,7
41,37
42,67
43,33
44,11
45,26
46,108
47,16
48,30
49,20
50,85
51,49
52,35
53,167
54,14
55,133
56,37
57,8
58,25
59,8
60,28
61,10
62,67
63,35
64,18
65,491
66,115
67,12
68,47
69,33
70,24
71,110
72,792
73,7
74,25
75,33
76,8
77,9
78,22
79,26
80,24
81,24
82,59
83,8
84,18
85,13
86,61
87,50
88,54
89,35
90,28
91,365
92,9
93,47
94,76
95,57
96,14
97,32
98,16
99,5
100,8
101,26
102,24
103,8
104,130
105,61
106,24
107,7
108,14
109,24
110,72
111,8
112,30
113,23
114,81
115,13
116,8
117,10
118,20
119,10
120,39
121,32
122,27
123,61
124,6
125,5
126,60
127,11
128,29
129,48
130,24
131,14
132,35
133,119
134,35
135,4
136,14
137,29
138,13
139,18
140,46
141,29
142,27
143,8
144,10
145,33
146,34
147,6
148,8
149,63
150,7
151,182
152,29
153,27
154,152
155,13
156,20
157,41
158,13
159,27
160,63
161,25
162,11
163,241
164,21
165,40
166,24
167,28
168,70
169,6
170,55
171,298
172,98
173,149
174,8
175,37
176,4
177,19
178,69
179,7
180,15
181,60
182,257
183,14
184,18
185,129
186,22
187,14
188,44
189,38
190,24
191,45
192,12
193,8
194,236
195,49
196,20
197,28
198,14
199,10
200,32
201,26
202,12
203,32
204,10
205,25
206,6
207,59
208,348
209,50
210,16
211,17
212,52
213,35
214,31
215,14
216,202
217,74
218,10
219,13
220,39
221,24
222,46
223,8
224,28
225,13
226,30
227,7
228,8
229,6
230,11
231,23
232,41
233,34
234,11
235,7
236,11
237,32
238,72
239,61
240,12
241,23
242,10
243,16
244,31
245,23
246,43
247,14
248,18
249,193
250,3
251,12
252,41
253,52
254,224
255,73
256,50
257,97
258,11
259,26
260,16
261,23
262,191
263,18
264,11
265,43
266,50
267,47
268,15
269,21
270,66
271,9
272,66
273,50
274,35
275,25
276,21
277,32
278,18
279,40
280,26
281,38
282,42
283,46
284,35
285,27
286,32
287,10
288,33
289,135
290,32
291,703
292,23
293,15
294,42
295,66
296,21
297,59
298,7
299,18
300,136
301,38
302,91
303,8
304,41
305,24
306,66
307,17
308,15
309,56
310,538
311,21
312,22
313,12
314,57
315,22
316,6
317,40
318,9
319,32
320,11
321,6
322,10
323,52
324,66
325,8
326,99
327,39
328,51
329,52
330,39
331,15
332,75
333,7
334,15
335,28
336,37
337,31
338,14
339,22
340,198
341,9
342,30
343,36
344,8
345,12
346,18
347,15
348,29
349,12
350,23
351,35
352,83
353,62
354,44
355,12
356,11
357,3
358,19
359,7
360,27
361,320
362,44
363,20
364,9
365,21
366,26
367,46
368,61
369,136
370,11
371,29
372,27
373,46
374,22
375,48
376,12
377,23
378,27
379,20
380,309
381,24
382,21
383,12
384,38
385,22
386,172
387,40
388,77
389,8
390,9
391,69
392,32
393,27
394,7
395,132
396,271
397,10
398,32
399,48
400,39
401,10
402,59
403,18
404,11
405,16
406,27
407,62
408,10
409,36
410,29
411,9
412,61
413,9
414,56
415,42
416,10
417,9
418,72
419,26
420,32
421,12
422,137
423,48
424,45
425,105
426,184
427,31
428,11
429,40
430,48
431,7
432,161
433,83
434,234
435,7
436,18
437,231
438,44
439,9
440,8
441,14
442,219
443,34
444,36
445,67
446,96
447,7
448,66
449,6
450,9
451,20
452,18
453,31
454,557
455,28
456,11
457,46
458,57
459,30
460,14
461,15
462,92
463,95
464,28
465,115
466,33
467,15
468,11
469,29
470,19
471,23
472,53
473,44
474,9
475,12
476,9
477,33
478,212
479,19
480,8
481,13
482,12
483,39
484,19
485,79
486,16
487,14
488,9
489,14
490,25
491,9
492,7
493,13
494,51
495,69
496,39
497,78
498,81
499,31
500,8
501,8
502,8
503,11
504,73
505,51
506,18
507,12
508,23
509,7
510,11
511,419
512,14
513,10
514,9
515,11
516,6
517,42
518,8
519,45
520,120
521,11
522,14
523,9
524,35
525,102
526,25
527,48
528,26
529,17
530,26
531,84
532,32
533,84
534,10
535,34
536,33
537,20
538,41
539,14
540,29
541,24
542,172
543,53
544,9
545,120
546,64
547,22
548,9
549,15
550,37
551,11
552,53
553,12
554,23
555,27
556,167
557,24
558,18
559,5
560,28
561,28
562,26
563,75
564,82
565,26
566,25
567,5
568,20
569,38
570,12
571,9
572,16
573,15
574,27
575,25
576,36
577,685
578,262
579,43
580,52
581,25
582,36
583,119
584,37
585,287
586,29
587,7
588,42
589,15
590,22
591,6
592,28
593,134
594,9
595,29
596,35
597,18
598,33
599,7
600,20
601,12
602,67
603,28
604,55
605,22
606,23
607,14
608,6
609,84
610,41
611,10
612,7
613,113
614,10
615,14
616,133
617,10
618,13
619,61
620,130
621,9
622,26
623,47
624,7
625,94
626,111
627,9
628,6
629,10
630,24
631,64
632,15
633,35
634,25
635,62
636,8
637,73
638,29
639,30
640,44
641,8
642,12
643,12
644,65
645,10
646,563
647,25
648,2
649,22
650,36
651,20
652,10
653,123
654,29
655,116
656,17
657,346
658,17
659,10
660,6
661,176
662,60
663,56
664,9
665,21
666,24
667,10
668,73
669,22
670,28
671,80
672,30
673,90
674,24
675,33
676,15
677,221
678,15
679,14
680,21
681,167
682,39
683,11
684,11
685,34
686,179
687,11
688,16
689,14
690,57
691,146
692,44
693,12
694,27
